image_id,year,month,day,final_date,stage,texts
000502,2026,06,20,2026-06-20,s1,"가자(유탕처리제품) | 광일제과/대구광 | 2026.06.20X 42 | 측면표시일까? | g（±3g（173kc | 1211530 H가루(밀:호주산 | 号30-0899065 올레인유을e) | 영양청보 총내용량 40g 골드말EGAEE 산),d- | 173kcal 유미국신합수 | 총내용광당 1일 영양성분 | 기준치에대한 비을 시력,카제인 | 三零120mg 6% 나트륨,이산화ㅠ | 수물 30g 9% 방(합성향로)이시 | 당79 7% | 지방ag 8% 공유지( 갈,함수결정 | 트랜스지방 09 시아산)코 | 1.9g 13% | 스테를Omg 널가물:이 | 39 제제국식 | （%2000 바닐리(합 | 의요 량에 따라다수있습니 폴리프로풀 | 量1980016304 | ·직사구"
000503,2026,02,18,2026-02-18,s1,릭옹 | · | LEGEND | paldo | 책다른 즐거용팔도 | PROVE | EAT | KING OF LEGEND | 왕뚱껑 | 먹고 페이커도만나고 왕 뚜껑 | FAKER | 프로케이어페이커 26.02.18外YF：F1 | 8801128503488 | 끓는물3분 /110g(495 kcal)
000504,2026,02,28,2026-02-28,s1,KING OF LEGENO | palda | 색다른 즐거용망도 | PROVE | EAT | KING OF LEGEND | 페이커도만나고 가왕 수경 | FAKER | 메이커 26.02.283A1F1 | 8801128503235
000505,2026,03,02,2026-03-02,s1,복작복작 | paldo | PROVE | EAT 편의점용 | KING OF LEGEND | 왕뚜껑 | 먹고 페이커 도만나고 왕 뚜껑 | FAKER | 프로게이머페이커 26.03.02/90 F1 | 끓는물 3분 /110g（495kcal）
000506,2026,06,18,2026-06-18,s1,HAITAI | 커피와 | 함께하는즐거움 | 이벤트 모하고 | 제주 돈가자! | 아가는 | 우리들의 | 제종 2025.06.19 부터 | 2026.06. 18. C1 마지 과자(유처리제 151
000507,2026,05,19,2026-05-19,s1,"식품유형 과자 내포장재질 폴리프로필렌 | 글리시톨액(감미료)향료3종,주정, | 고객지원센터 25. 08.20 16:53 부터 | 26.05.19 84 까지"
000508,2026,08,25,2026-08-25,s1,3801062870455 | 센터 | 부담 6060 26.08.25 17:14 까지 | ellfood.com
000509,2026,09,01,2026-09-01,s1,3 | 소비기한: G소리 | 25.09.02<20:46) 부터 | 26.09.014A13 | 까지
000510,2026,09,03,2026-09-03,s1,"건조양파,치즈분말,바질,오레가노,흑후추 | 62.1%（5Brix） | 토마토 대두우 밀쇠고기.닭고기, 조가 쿠굴함유 | 대포장자질 용기-유리,뚜껑-철,폴리염화비닐 | 및교환장소고객상담실 및 구입처 | 류 땅콩,게,새우,아황산류,오징어,돼지고기,조개류홍합 | 포함 성분 혼입 가능.,서늘하고 건조한 곳에 보관,개봉 후에는 | 냉장보관하여도 변질우려가 있으니 가급적 한번에 사용 | 본 제품은 소비자기본법에 의거 교환 또는 보상. 유리 | 1399 | 0199119 캡:철,라벨:P | s/,dsng.ms/nsp.com F12404 | 20:05 | 2026.09.03 까지"
000511,2026,03,24,2026-03-24,s1,소비 26.03.242 | 기한 13:51125
000512,2026,02,17,2026-02-17,s1,모델명 필스티키 | 50mm [재질:PVC | 202508 | 37175 | 국 한국 ：3） | 의사항:경고!3세 미만의 어린이는 사용일 수없음 | 은 부품을 을 포함하고 있음 | 643-2501 | KC 소비사 ccm | 0-3 | 안전확인 신고확인증번호 공정거래위원회 | CB061L011-2001 | 2026.02.17外 | B42 | 영양정보 30g140kcal 총 내용량 85g | 30 g당 1일 영양성분 기준치에 대한 비율 총 내용량당 | LE喜150mg 8% 430mg 22% | 탄수회술 22g 7% 63g 19% | 다르 5 5% 13g 13%
000513,2026,09,03,2026-09-03,det5,조류 | 2026.09.03A | 255 1521 | 제이피
000514,2026,07,13,2026-07-13,s1,백티브 | 큰후리이 | 소비기한 | 2026.07.13 | 09: 03 | 까지
000515,2026,01,NONE,2026-01-NONE,det5,ERO | 0 | 201045 45 +U 2026.01 | 영양정보 73g/400kcal | 喜280mg14%量44g14%22g22% | 23943%0g11973% | 0mg0%4g7% | 8 18022
000516,2026,07,16,2026-07-16,s1,"업소명 및 소재지 | ·제조업소 FRANCESTLE | CONFECTIONERIES(M) | SDN BHD | ·수입판매업소:롯데쇼핑(주 | 롯데파트 사업본부 /서울특별시 | 二6含）1899-3000 | 원재료명 설탕,밝핵유,아몬드 | 코코아분말,(유청분말,레시틴, | 향료(바닐라향)우유,대두 함유 | 포장재질(내면기뚜껑-폴리에틸렌 | 통-폴리에틸렌테레프탈레이트 | 땅콩,호두 혼입 가능성이 있습 | PC17075 | EXP：16/07/2026"
000517,2026,09,25,2026-09-25,s1,고 개봉 후 가급직 | 0-2002 | 총 내용리50 | Mo kcal | 量40g12% 당류 26926%090% | 0g0% 콜레스 테롤 mg 0% 395 % | EB20.5mg 36% HE2B60.2mg13% | 다. | 26.09.25 R | 까지 | 비닐류 | OTHER
000518,2026,09,14,2026-09-14,s1,26.09.14F2 | EdCH | ZL E
000519,2026,08,10,2026-08-10,s1,받지 | 소비 25.08.11 08146 부터 | 기한 26.08.10 까지
000520,2026,09,15,2026-09-15,s1,부정·불림직품진 지측본사 | 녹아 4·한 입에 삼키지 | 약 반점이생을 수있으나 인체에 두 | 영양정보 香小路52g/125 | LE号20mg1% | 量0mg0%3.46% | (수신자 요금 부담) 롯데웰푸드 | http://www.lottewelfood.com | THER | 2026.09.15A1 까지 88010628730
000521,2026,03,10,2026-03-10,s1,아태 | mall | 해태몰에서간식사기 | 제조일 2025.09.11早E | 소비기한 2026.03.100XC1
000522,2026,02,21,2026-02-21,s1,내포장재질 폴리프로필렌 식품유형 과자 | 25.08.22 06:05 부터 | 26.02.21 H 까지
000523,2026,03,23,2026-03-23,s1,다매품 소비기한 | 2025.09.24对 | 2026.03.23办大 | 까지
000524,2026,06,18,2026-06-18,s1,n strana obalu:/ Minóségét megörzi: | L-169 13:35 | 18/06/2026
000525,2027,09,08,2027-09-08,s1,"포장재질 내면용가-유리,뚜껑-철,폴리염화비닐 | 38%（15% | 한자료명 [딸기 80%(국산),설탕],아미드렉틴,구연산 | 업스명및 (주대상다이브스 | KA 28 | 080-254-6580 | 일행할 수 있으니 냉장보관하시고 빨리드세요 | 혼입가능.용기를가열조리용으로사용불가 | ·소비자분생해결 기준에 의거교환 또는 보상 | 2027.09.08 | 15:33 까지"
000526,2026,07,04,2026-07-04,s2,본 Pos 현대 그래놀라 | 2026.07.04/1462 | Ltd. 30개입 | 100027 | NETWT.1.62kg 버섯 | （54gx30） VONO R PORCINI MUS
000527,2025,10,12,2025-10-12,s1,ost | 2025.10.12办.C.J | M | 통밀로채우는 M EA 로마병사의 힘 | 로만일 | 통밀식빵 | 12 7.5 | PROTEIN 1912 | 고식이섬유
000528,2026,03,11,2026-03-11,s1,BakeHousc | 2026.03.11
000529,2026,01,12,2026-01-12,s1,BBD2026/01/12 | 43170857
000530,2026,06,24,2026-06-24,s1,926.06.24 | 쓸주버리준1%함은 | 젤리스트로우 手2119390
000531,2026,02,28,2026-02-28,s1,과 | samlip 미니꿀약 | 종당 | 옥수수 | 소비기 | 2026.02.28F | 총당
000532,2026,02,28,2026-02-28,s1,초당 | 옥수수 | 페이스트 | 2026.02.28 함유
000533,2026,03,26,2026-03-26,s1,"유의 | ：080-088-1212 | (수신자요금부담) | 옴뚜긴 | moll엔 안전관리인증 | 다있다! HACCP 비닐류 | OTHER | 1200 1400 1600 | 1000 5 6 1800 | 800 1100mg 2000mg | Omg J나트륨 함량 비교 표시L 기준영 | 2026.03.26外 | 2302 B161 | 8""801045""662305"
000534,2027,01,29,2027-01-29,erode5,EP 2027.01.29 | 본 RE | 부8국VEIYS 9 4료국아  | 2고2
000535,2026,02,04,2026-02-04,s1,소비기한 | 2026.02.04 | 까지
000536,2026,01,01,2026-01-01,s1,개입 | 파스타 | 2026.01.01（5B1）（3） | H
000537,2026,05,08,2026-05-08,det5,총내용량 | 영정보 245 | 三7Omg40%量13g | SECRET 9g9 16g30% | RBCTPE 트랜스지방 5g 포화지방Eg 40% | 기가 향신료와 45mg15%12922% | 의와일드하고 | 한맛 %200kca | 개인의 필요 열량에 따라 다를 수 있습니다. | KC | 2026.05.08.11.30 F3. | 까지 | 용시 끌는물이음시 | 10 전0월에품을통재넣고간데워드십시오 | 1000 | 소금 | OTHER | 号20010445055694 | 686318 좋에 | 채로두지마스
000538,2026,02,06,2026-02-06,s1,열밥 | QFR | 2026.02.06TAIB | 오두기와 함퍼 청소년 도박 근절
000539,2027,08,11,2027-08-11,hires,"2027.08.110A | D9:432H13P N2 | 먹세카레약간매운맛 오뚜기 백세카레는 강황 함량을 높에 더 거강하고 | 로즈마리,월계수잎 의 허브를 더해 | OTOKI BEKSE CURRY MEDIUM 풍부한 향과 맛을 즐길 수 있는 카레입니다 | 00000 | （）60g，2（25g）700m（3） | 조리방법1고기,양파,감자,당근을 적당한크기로쌀어오뚜기식용유해갈볶은 마요 | 물을 붓고 재료가 완전히 약을 때까지 꿀입니다 | 카레라이스 2불을약하게한후백세카레를조금씩넣어충분하폴면서꿀인다음 | 밥위에없어내면완성됩니다. | 부본합조미시 탕오뚜기비프분말,효목추출물,변 喜0.53%（"
000540,2025,03,24,2025-03-24,s1,2025.03.24012 | 원주르금최정 축의
000541,2026,03,22,2026-03-22,s1,2026.03.22 | A6240854
000542,2027,07,22,2027-07-22,s1,"업소:품국면 1,120mg 순지에 대한 비울 | 광역시북구 탄수화물79g 56 % | 19,노원로 (노원 2 당류5g 24% | 356-446 5% | 문관매업소 2% | 중구 핑(주)/ 남다 포 | 소공동 콜레스 | 000 단백질65 | 견하던 | 필런 영양성분 기준치에 대한 비을(%) 므로 개인의 필요 열량에 따라 다를수 | :5 | 정제조 | 01 | 두리사 3801354402555 | 이물 | 안전관리인증 | HACCP | 2027.07.22 | 까지"
000543,2020,09,01,2020-09-01,clahe,"도육주의 는 물에 넣고 3분간데워드세요. | 면,갈국수면,우동면 사리 등과 함께 짜장면으로도 세용 | E214-383号星358-7 유내돼시고기,신고기조기류함유 | 시중구충무로장재질내면-폴리프로필렌 | 땅콩 어,게,새우,복숭아,토마토,아항 | 거,교환 또는 보상 가능 | 있으니 주의·포장재 변형,평상,손상 시섭주 | 에주의·직사광선 피해 실온보관·개봉 | 180g150kcal | %당류8g8% | 0.7-g50k | 량에따라 다를? 880100520025 | 2026.00. | OTHER C1 09.20"
000544,2029,06,02,2029-06-02,erode5,1wt ka the | atkin noa | J 2029.06.2 | 나어
000545,2027,07,09,2027-07-09,s1,"브랜드로 | 양조간장 | /식품운형 표시 | 간장 에 탈러이트 | SOYSAVCE | 대두,밀함요 | 프라임 | 139 | 간장 경양정보 500mL/100mL76kcl | Prime 0g 0% 트랜스지방 0g 포화지방0g0% | wed Soy Sauce 量0mg0%6g11% | 카시아꿀 함유 뜨로 개인의 필요 열량에 따라 다를 수 있습니다. | 500ml 품질유지기한: | 2027.07.09"
000546,2026,08,10,2026-08-10,s1,"198504991103 | ：（（（70.8%，29.2%） | 예주,청정원순창발효메주된장,메주된장메주정제소금/중국신)정제수최고기 | 사태역기스(최기주)정제소국신)청양고가루주정,대농축액 마능농축 | 대생주)순창공장:전북특별자치도순창군순창순창로30오리수록색이진해질수 | 소중한 자원 까끗한 환경 101399 C皇.全拉F1242 | ·제조일: 2025.08.11 | 소비기한 2026.08.10 까지 소비자중심"
000547,2026,05,28,2026-05-28,s1,2026.05.28 13:57 | MA5 | 제품명 궁중식 쇠고기볶음고추장 | 식품의 유형 혼합장(살균제품) | 소비기한 후면 상단표기일까지 | 업소명 및 씨제이제일제당(주)/충청남도논산시 | 소재지 1 | 품목보고번호 20020464088-190 | 반품 및 교환장소 전국 판매점 또는 대리점 | [장재지(내면) 파우치/캡-폴리에틸렌
000548,2026,05,26,2026-05-26,s1,NB4 | 2026.05.26 11:29 | 소비기한 | 류오장어 혼입 가능·소비자분장해결기준에 의거 | 방가·제이일(주충청남도논산시 무색퍼트 | P李2216 | ·시용 모분리 | 보고번 | 18248-190 8801007303819
000549,2027,01,16,2027-01-16,s2,"샘표 | 전 그대로! 백숙 상계당 | (백숙용 한마리 아 삼계닭 투아리) | 새미네 육수 팩,물 노.5 L를 | 넣고 강불에서 끊이기 맛있는 국물을 활용하여 | 칼국수나 누륨지죽으로도 | 팔팔 끓으면 뚜껑을 닫고 즐겨보세요! | 약불로 줄여 45분 끓이면 | 맛있는 백숙/삼계탕 완성! 확인 해 보세요 백숙/상계란 메시대 | 소비기한 | 2027.01.16A 09142 | 까지 OTHER | （）199104450779630 | 정제수,백숙용소스[진간장(탈지대두(외국산),설탕,쌍화농축액(작약(국산),천국,당귀,황기 | 중국산),양파분말 대두,밀,닭고기 함유 | 平E号82号 105H2 70 | 매업소 생표식품주식회사/서울특별시 충구 충무로2포장재질|폴리프로필렌 내면 소비자중심 | HACCP | 영양정보 에의거,교환등보상을받으수 있습니다. www,sempio.com | 4100g 고객지원실(요금은 콤표가 부딩나! | 60 kcal | 5异8g8%0g0% | 트랜스지방09"
000550,2026,05,29,2026-05-29,s1,330 | 영양정보 100g155kcal | 1일 영양성분 총 내용량당 1일 영양성보 | 용량당 기준치에 대한 비 기준치에대한 데을 | DE看4581.4mg229% 지방4g | 个时量24.8g 8% 트랜스지방0g | 2.3g 2% 포화지방1.4g | 플렉스테롤20mg 7% 단백질5g 9% | 캡:철 | 라벨:PP 88092985814664 | 소비기한 | 2026.05.29(B) | 까지
000551,2026,12,19,2026-12-19,s1,"알려진 알로에 | ②기법고생기있=하루를위해 √식가전후 가법게 Fro 의보존성을 위해 | ②운동전후 에지 충전을위하 | 평창 또는 손상5 | 지 마십시오. | 됩니다. 온직사광선을 피해 실 | 라임 고클리 드시기 바랍 보관하시고 개봉후반 | 안심하고 드셔도 됩니다. 제품은 소비자 분쟁해 | J0LR한 또는 보상 받을 | 보상. 서부으로 인해 | ·부정·불량식품 신고는 들이 생길수 O나 | 011399 잘 은 | o고객상담실 판매처 및 고객행 | D80-019-9119（） 불량 식품 신고는 국 | 소비자중심 | 4합UPE, P,레미B | https://ww,daesang.com | htps:/ww.jungoneshop.com | 2026.12.19 16:00 까지 CHDPE | 1G3"
000552,2026,09,07,2026-09-07,s1,"을 조리용 순가락을 구분하여 사용하십시오. | sww.daesang.com 분리수거를 생활화합시다. | hps/wjungoneshop.com 소중한 자원,끗한 환경 G12507 | 2026.09.07 | 09:14/15"
000553,2028,10,24,2028-10-24,det5,"식품유형 천연향신료(건조제품) | ·제조업소:(주)신영에프에스 | 업소명 및 소재지 124031-796 | ·유특전문판매업소:롯데쇼평(주) | 是至81（189-3m | 원재료명 를 个100.% 튀르키예산 | 장재질(내면) 꽃 쉬에틸 | 소비기한 면하단 포시일까지 | 품목보고번호 2019038 78548 | 반품 및 교환장소 구입처및판 | ·취급·보관시 주의 일사항:직사광 피하서늘건조한 곳에 보관하십 | 오.본 제품은 소비자 기보법에 따를 소비자분 쟁해결 기준에 의게 교환 되는보 | 땅콩,대두,밀,고등이,게개우,돼지고기,1출아,토마토,아산류효 | 닭고가,쇠고기,오징어,조개루,잣 혼입노성기 있습니다. | 소비기한 2028.10.24 | 까지 OTHIER T"
000554,2027,09,17,2027-09-17,s1,2027.09.17 B | 증정 | GOOOTGGAY
000555,2027,04,16,2027-04-16,s1,Cogking Ti | 각총2리이사동하민다늘 | 고유의풍미를느끼십수 있습니다. | 유리 | 외캡:P/리드:OHBR | 리벨:P | 수측필름:OPS | 소비기한 | 2027.04.16
000556,2026,08,07,2026-08-07,s1,2026.08.07 | 움트리 | n
000557,2026,08,12,2026-08-12,s1,"보세요 | 1.500g号280~300m | 정도 숙성시컵니다. | 2.잘 숙성된 반죽을 조금씩 뜯어 얇게 펴준 후 | 끓는 육수에 넣어 10분간 끊이면 맛있는 | 수제비 반죽 및 요리방법 수제비가 완성됩니다.기호에 따라 호박, | 완성 (4~5인분) 감자 등 야채를 넣어 끊이면 더욱 좋습니다. | 를 만드실 수 있습니다. | 소비기한: FA2 | 266 2026.08.12F1 | 1233279 11:46 A4 | 까지 | 있는장소 | 750g | 100g345kcal | 영양정보 | OTHER | 125398"
000558,2025,05,16,2025-05-16,s1,500g | 용기(포장)재질 용기-폴리에를 데레프탈 | 두껑-폴리프로 렌.폴리에 | 보관시추의사항 직사광선을 피해 실온에 보관등 | 2.꿀은 처온이나 온도변화에의결정이 생길 | 나 이는 벌꿀 내당 의과포화로일나는 자연시 | 상으로 품질에는 이 없습니다.3. 정화된끌은 | 물에용기째로 중을여자연스럽게 게녹이면 됩니 | 号：033-735760 | 엄력 검사를 필한지입니다 | 은공정거래위회고시소비지 분쟁해결 기준에 | ·부정 불량식품신고 01399 | 소분일 | 2Q25.05.16 | 플라스틱 | PET | 랩:PP 외캡:LDPE | 8809017627505 라벨:PP/재활용어려움
000559,2027,04,21,2027-04-21,s1,2027.04-21
000560,2027,07,13,2027-07-13,s1,"[코코넷 오일(인도네시아산! | 원재료명 필리핀산),잠유],카제인, | 제이인산칼륨,제삼인산칼술 | 폴리인산칼륨,유화제1, | 유화제2 우유 함유 | 포장재질 폴리에틸렌 | 동서식품(주)경상남도 | 제조원 창원시 의창구 반계로 40 | 품목보고번호 19860589043-12 | 소비기한 | 2027.07.13 15:26 | 창원C1 장주영 까지 | ·맛과 향미를 오래 보존하고 흡습을 | 방지하기 위해서 병에 옮겨 담아 | 사용하십시오. | ·직사광선을 피하시고 건조한 실온에 | 보관하십시오. | ·유통과정에서 변질된 제품은 대리점 | 또는 지점에서 교환하여 드립니다. | ·이 제품은 소비자기본법에 따른 | 소비자분쟁해결기준에 따라 피해를 | 보상해 드립니다."
000561,2028,08,07,2028-08-07,s1,"포성자찰 리트미널만조건 | 라이네플리에틸렌)Waxim 오리지날 | 1.1 | 100 | 프리마를 넣어 드세요.품질보존을 위하여 사용 | 후 뚜껑을 닫아 건조하고 직사광선을 피한 실온에 | 보관하세요,유통과정에서 변질된 제품은 구입처 | 지점 및 대리점에서 교환하여 드립니다.이 제품은 | 소비자기본법에 따른 소비재분정해결 기준에 따라 | 피해를 보상해 드립니다.·부정,불량식품 신고는 | 11399080-023-9114 | ·MAXIM은 몬델리즈 인터내셔널 그름의 상표이며 | 라이선스 하에 사용됩니다.질소충전 | 소비기한 2028.08.0711:46 | 유 혜 원 인천 B | 까지 | 유리 | 뚜껑;PP 8801037000382 | ///www.dongsuh.co.kr"
000562,2025,12,30,2025-12-30,s1,"BRAZIL CERRADC | BRAZTL 고소한 너트류의 플레이버와 맛을 | 즐기실 수 있습니다. | 2001 e2001 | 이디야 커피연구소의 연구개발 | made by이디야 드림팩토리 | 고객님께 제공합니다. | 기한 2025.12.30 까지 | 13:36 | 05起/200G 10,100"
000563,2026,01,10,2026-01-10,s1,26.01.10 | 1마 | LOF
000564,2026,06,25,2026-06-25,s1,소비기한 | 2026.06.25F01
000565,2025,12,05,2025-12-05,s1,냉장보관/소비기한 | 2025.12.05  | 15:46 F0608 | BK6 | 새콤 쫄깃탱글 면발과 | 쓸면 과일 특제 양념장
000566,2026,09,17,2026-09-17,s1,오른에 구문 | 2026.09.17X | 오튼에 구운 | 고구가탈램이 | sweet pocato | 고구마 말래야
000567,2025,10,29,2025-10-29,s1,25.10.29 까지 | 08:11D | THE 건강한 | 릴비엔나 | 280g | X2 | 특별기획
000568,2026,02,23,2026-02-23,s1,"유유향유 19760263004135 | 21021-15 | ：·0-10℃·9卫 | 이어이므로 잘흔들어드시기 바랍니다.항상냉 | ·용기가 변형,평창,손상되었을 경우 내용물이 변 | 질되었을 가능성이'높으므로 음용하지 마십시오. | ·이 제품은 알류,메밀,땅콩,대두,밀,복숭아,토 | 마토,호두,돼지고기,쇠고기를 사용한 제품과 같 | 은 제조시설에서 제조하고 있습니다. | 2026.02.23 | 21116100 3D"
000569,2025,11,02,2025-11-02,s1,2025.11.02弄 | 13148
000570,2026,05,20,2026-05-20,s1,2026.05.20#지A박테영A | 5 | DOS 
000571,NONE,10,18,NONE-10-18,s1,10ml100/130 | 10.18 11:24 | 까지 F5.L2 | 가장많이 연구 | 세계 | NO.1 | Maeil | 바이오 | P R O B I O T I C | 릴요건
000572,NONE,10,15,NONE-10-15,s1,영양정보 | LI三云 115 mg 6 % 탄수화물89 | 7014% 트랜스지방 0.5 g 마 | 人31mg10% | 다를 수 있습니다. | 홈페이지:www.foodis.com | ILDONG 일동후디스 | 10.1513:56
000573,NONE,NONE,NONE,NONE,fail,국 gx4컵 개입 전을에 | (0.OT-0) | 어어로요 관가형 스어어내요 | 냉장보관 320 g (288kcal / 80g×4) 오늘 하루 으거트 함식 ts 2Z:O1 오늘 하루 요거트 한스준 오늘 하루 요거트 한스푼 오늘 하루 요거트 한스분 오늘 하루 요거트 한스분 속비 속비 기한 한 10.2粥 10.22M 10.22 10.2 10.2 Peach Yogurt 복숭아 오늘 하루 요거트 한스준 | 좋은 좋은 좋은 좋은 음볼 오통 오는 오통 오늘 EY 떠먹는 요거트 떠먹는 요거트 떠먹는 요거트 떠먹는 요거트 떠먹는 요거트 떠먹는 요거트 | GOODTODAY GOOD TODAY GOOD TODAY GOODTDOAY %0.002% 복숭아 복숭아 복숭아 복숭아 복숭아 L여국아기 오늘 하루 요거트 한스분 소비 기한 기한 10.2M | 음류 Peach Yogurt Peach Yogurt Peach Yogurt Poach Yogurt 표가한카여불우특어 10온j 떠먹는 요거트 10.22 | unbod yapad HNbo스 yaped 2 Sonal 소비 (0 OT~0)] 10.2 | GOODTODAY 오는 유산균 프로바이오틱스 8먹마리 복숭아 0우함 오늘 하루 요거트 한스분 기한 | 연출된예 Peach Yogurt JC L어글아기 떠먹는 요거트 음어 도 Xb | 오k 표거후 카여을우특어 | 좋은 MN ZC:OT | GOOD TODAY 320 g (288 kcal/ 80 gx4) 320 g (288kcal/ 0gx42) 320g(288kcal/80gx42) 320g (288kcal/ 80g×4) 320g(288ked/80gX4) 복숭아 프로바이오틱스 프로바이오틱스 프로바이오틱스 프로바이오틱스 8억마리 8억마리 8억마리 8먹마리 8억마리 | 개입 개입 개입 개입 1 냉장보관 냉장보관 냉장보관 받부럼 베속마비볼프로부이오스0m2 6%，0.0142% 6%0.00142% 6%0.0012% 유산균 유산균 유산균 유산균 | gx4법 gx4 gx 4 gx4컵 (0~10℃) (0~10℃) (0~10℃) (0~10℃） | Peach Yogurt 연출된예 연출된 예 연출된 예 연출된 예 | 8억마리 | 320 g (288kcal /80gX4) 프로바이오틱스 | 개입 냉장보관 1 6%0.00142% 유산균 | gx4럽 (0~10℃) | 연출된 예 | 8억마리 | 320g(288kcal/80g×4) 프로바이오틱스 | 개입 냉장보관 유산균 | gx4럽 (0~10℃) %002% | 연출된 예
000574,2026,02,24,2026-02-24,s1,"130mL/95kcal 두생: HDPE | 个站号24g7% 15g15% | 지방09 포화지방0g0% | 0g0% | （%2,000kcal219 | 습니다. | 2026.02.24 | 09:26 ATAB"
000575,NONE,10,14,NONE-10-14,up2x,10.14 13:48 | 00199 PJS | 인스명 | 품유형 우유 김고명 및소재지 | 내용량 750mL 유통기한 | 무항생제 1급A원유
000576,2026,05,21,2026-05-21,s1,2023.08.22 | 2026.05.21 | 생산담당 박 술 이 | 풀무원
000577,2026,04,20,2026-04-20,s1,지퍼를 달아 보관해 | 25.06.1 | 래식 2026.04.20X | DDODC
000578,2026,03,04,2026-03-04,s1,직화 참기름김 | 12봉 | 름김 | ed | HP3 Roasted Seaweec | Seasoned with | Sesame Oil | 2026.03.04外大 450/30
000579,2026,07,10,2026-07-10,s1,EXP:2026/0710 | 191 | 10
000580,2026,02,28,2026-02-28,s1,"ER6 | 2026.02.28B911:27 | 식품유형|과자(유탕처리제품 보관방법 실온보관 | 금),정제잠올레인유(잠올레 | 파래,효모추출물),향신료올레오레진류"
000581,2026,02,25,2026-02-25,s1,·보관방법:직사광신이도 | 소비 2026.02.25/B | 기한 비늘 | OT
000582,2025,01,21,2025-01-21,s1,2025-1.21.까자.F1 | 6 | With
000583,2035,11,23,2035-11-23,up2x,"T3 | 지원지 | E | 35-11.23C 01:35 | 습더글 GS8 | 피이두슬콩 까지 | 제품 | 가슴살/국산),정제수,카놀라유(카놀라유(외국신 | TJT 규소수지),포도당,흑후추분말(흑후추외국산(베 | 시아 등)],안데스소금,혼합제제(정산나트륨 | 고류가공품,혼합제제(폴리인산나트륨,피로인산 | 탄산수소나트륨,향신료조제품1,비타민C .향신 | 1향미증지제 하시로조제포3복합"
000584,2026,07,15,2026-07-15,s1,행복한세상 | 112 | √아동학대 | CROU 우동권리보장원 | 5 | 2025.07.16A 부터 | 2026.07.15 | 까지 | 맛있는 약속
000585,2026,05,16,2026-05-16,det5,"PR | CG | A Golden Pure Indulgence | Cookies Baked Treat GPR In Every Cookies Bite | -CLASSIC- | BUTTER COOKIES | ENTs: Wheat Flour, Vegetable Oil (Palm Oil, Sugar, Butter, Full Cream Mik Powder,R | Flavouring and Raising Agent (Sodium Bicarbonate) (INs 5ooi). ALLERgEN INFoRMA | vheat,milk & soy. Manufactured on eguipment that also processes products that containi | AMuAN: Tepung Gandum, Minyak Sayuran (Minyak Kelapa Sawit), Gula, Mentega, Sert | Kismis Perisa karbonat)(INs500i). MAK | atan yang juga memproses | 트랜스지방0g LE号265mg13% 영양정보 원재료명 제조회사 소재지 업소명 내용량 A Lever (Sodium Végétale (Huile De Palme gué sur des éguipements Bicarbon | S: Harina De Trigo, Aceite | 14g93% 号77g24% *보관방법:직사광선을 피하고 서늘한 곳에 보관 결기준에의거교환 또는보상을 받을 수있습니다. 하고 있습니다.*본 제품은 공정거래위원회 고시 소비자분쟁 해 *본 제품은 계란,너트류를사용한 제품과 같은 제조시설에서 제조 *유전자변형대두포함가능성있음 전지분유,건포도,합성향료(버터향),탄산수소나트륨 밀가루,식물성유지(품유,유화제),설탕,버터12%(우유,정제소금), GLOBAL PREMIUM RESOURCES SDN.BHD 图/O|TEL.051-265-8045 소비기한제품밀면의별도표시일까지 114g (601kcal) 제품명 지피알클래식버터쿠키 nozes. as Permitidos, Levedante romatizante Permitido, Ga che y soja. Fabricado en e Es: Farinha de Trigo, Ole ) Fabricado em eguipame | 콜레스테롤Omg 0% 异24g24% 원산지 반품 및 교환 포장재질 식품유형 | E8g 15% 71929g54% 114g601kcal 초 밀,우유,대두함유 말레이시아 수입원및구입처 u보: | EZP:2026.05.16 | B.NO:CK.BT.AF1124"
000586,2026,03,14,2026-03-14,clahe,2026.03.140지
000587,2026,02,07,2026-02-07,s1,스비기 | 품처 정 분이 있는 경 머리젬 | 제품에 수분 것이니 | 가혹 아니라 제조과정시 생기는' 쉽게 변질되오니 가급 적 한번에 | 위험이 있이 | 삼키시면 질식의 드시지 마십시오 | 파손되어 있는 경우 | 전자레인지에 넣지 마십시오 | 째로는 소비자분쟁해결기춘에 의거 | 제품은 | 니다. | 영양정보 총 내용량 | 三喜10mg1% 28g9% | 당류9g 9% 1.2g2% 랜스 | 포화지방 0g 0% 콜레스테롤0mg0% 단택질 | 필요 열량에 따라 다를 수 있습니다. | 고객행복센터 | 비닐류 소중한의견을기다립니다 | 080-850-1200 | OTHER 1666-5471（号） | 6 cj.co.kr | 2026.02.0777 | H3m0
000588,2025,11,28,2025-11-28,s1,명가 | 50년 전통의 비법을 담은 | 재래김 | 2025.11.28外 JR2 | 1016-7 F3
000589,2026,04,02,2026-04-02,s1,곤장재질(내면) | 100%号 0100% 제조원 |한울동 | 경상북도 영천 | 건강한 먹거리입니다. 품목보고번호 | 맛있는 TIP!조리예 보관방법 | 전자레인지에 10초 정도 돌려서 드시면 | 반품 및 교 | 고객센테 | 10 소비한 | ·본 제품 | 같은 시 | ·본제 | 해결 | 안심하세요! 제품의보온도와기공인자에 따라 있습 | ·본 | 을 | OTHER 801207 120599 | 2026.04.02M10-28 LEO
000590,2025,12,05,2025-12-05,s1,2025.12.05/16:01:02
