image_id,year,month,day,final_date,stage,texts,raw
000394,2020,04,14,2020-04-14,clahe,"죽장연 벤빠개장 인지조 | 죽장연은 마음 이름 '축장연'과 자연'을 | 0号包量0100% | 지역에서 생산되는 원료와 전통 방식으로 | 직접 장을 만드는 브랜드 입니다. | 대는 최고기 | 保至卫用量20010445055895 | 함)잣,아황산류 혼입가능·소비자가 콘법에 따라 피해 보싱 부전 | 1139 피하고 개봉한 채로 두지 마십시 | 이사이 이을 때부문 제품 등는 드시지 시고 구입 002-231（ 에서교환하 | 리방 1/4左（80g） 120g235kcal | 총 내용량당 1일영양성분 | 200g）1/（80g）30g400 나트륨 3.300mg165% | 3. 6분 탄수하물 39 g 12% | 6g 6% | 시방 5g 9% | 트랜스X 받0g | 김자 박무배기에물 양장끝어오트에서 노하지빙 0.9g 6% | (게 감자,애호박을 넣고 4분간끝한 뒤 두부, 콜레스테롤 cmg 0% | 벌어 준비합니다. 팽이버섯을 넣고2분 | 간더끝여 완성합니다. 단백질 85 15% | 1299）200 | 이므로 개인의 요 량 따라 수있습니다 | 오뚜기 | 오4] Malla 다있다! | 128 HACCP 녹색인증 88：10451728834 | OTHER 室：G1-2-01679 | 2020.04.14까지 F315:53","[[""죽장연"", 18, 29, 116], [""벤빠개장"", 22, 49, 188], [""인지조"", 18, 17, 684], [""죽장연은 마음 이름 '축장연'과 자연'을"", 96, 37, 136], [""0号包量0100%"", 107, 34, 137], [""지역에서 생산되는 원료와 전통 방식으로"", 120, 33, 137], [""직접 장을 만드는 브랜드 입니다."", 131, 29, 138], [""대는"", 272, 10, 54], [""최고기"", 274, 13, 107], [""保至卫用量20010445055895"", 294, 19, 68], [""함)잣,아황산류 혼입가능·소비자가 콘법에 따라 피해 보싱"", 334, 35, 45], [""1139"", 356, 27, 49], [""피하고 개봉한 채로 두지 마십시"", 352, 33, 278], [""부전"", 338, 11, 469], [""002-231（"", 396, 67, 15], [""이사이 이을 때부문 제품 등는 드시지 시고 구입"", 375, 32, 43], [""에서교환하"", 371, 22, 394], [""120g235kcal"", 429, 46, 370], [""리방"", 429, 20, 77], [""1/4左（80g）"", 433, 24, 123], [""200g）1/（80g）30g400"", 455, 21, 76], [""총 내용량당"", 447, 20, 372], [""1일영양성분"", 454, 29, 467], [""나트륨"", 466, 25, 369], [""3.300mg165%"", 473, 32, 464], [""3."", 484, 17, 250], [""탄수하물"", 488, 32, 369], [""6분"", 494, 16, 325], [""39 g"", 494, 27, 463], [""12%"", 498, 21, 540], [""6g"", 516, 28, 462], [""6%"", 518, 23, 544], [""시방"", 536, 23, 377], [""5g"", 540, 27, 461], [""9%"", 540, 25, 542], [""김자 박무배기에물 양장끝어오트에서"", 570, 37, 45], [""트랜스X"", 558, 23, 380], [""받0g"", 560, 33, 441], [""(게 감자,애호박을 넣고"", 590, 30, 106], [""노하지빙"", 582, 30, 374], [""0.9g"", 585, 32, 444], [""4분간끝한 뒤 두부,"", 594, 23, 251], [""6%"", 585, 20, 543], [""벌어 준비합니다."", 606, 20, 46], [""팽이버섯을 넣고2분"", 614, 23, 247], [""콜레스테롤"", 608, 23, 370], [""cmg"", 610, 24, 457], [""0%"", 608, 17, 544], [""간더끝여 완성합니다."", 637, 26, 244], [""단백질"", 632, 31, 365], [""85"", 632, 27, 462], [""15%"", 630, 21, 538], [""1299）200"", 650, 27, 365], [""이므로 개인의 요 량 따라 수있습니다"", 663, 29, 402], [""오뚜기"", 675, 20, 203], [""Malla"", 690, 24, 198], [""오4]"", 700, 24, 111], [""다있다!"", 705, 26, 197], [""녹색인증"", 742, 27, 306], [""128"", 752, 16, 157], [""HACCP"", 750, 15, 201], [""88：10451728834"", 758, 35, 411], [""OTHER"", 782, 23, 240], [""室：G1-2-01679"", 782, 22, 294], [""2020.04.14까지"", 842, 41, 124], [""F315:53"", 838, 60, 337]]"
000395,NONE,NONE,NONE,NONE,fail,문욱 | 피범벅(6입) | 농심 인생을맛있게 | 문욱 (9)) 0농심 농심 | 인생을맛있게 인생을맛있게 무욱 | 농심 농심 | 티범벽(6입) 101003536 9) 범벅 범벅 | 8801043015622 8801043015622 농심 | 농심 | 농심 인생을 맛있게 까파 | (티범벽(6입) 101003536 범벅 | 8801043015622,"[[""농심"", 422, 57, 569], [""인생을맛있게"", 458, 28, 226], [""농심"", 492, 46, 225], [""티범벽(6입)"", 532, 20, 147], [""범벅"", 566, 88, 590], [""8801043015622"", 620, 22, 157], [""101003536"", 532, 19, 299], [""피범벅(6입)"", 186, 72, 419], [""농심"", 278, 104, 448], [""인생을맛있게"", 276, 100, 488], [""농심"", 617, 91, 513], [""문욱"", 106, 97, 396], [""문욱"", 443, 109, 466], [""9)"", 534, 57, 525], [""(9))"", 428, 19, 497], [""무욱"", 469, 51, 388], [""0농심"", 418, 64, 523], [""인생을맛있게"", 459, 28, 227], [""농심"", 491, 48, 225], [""범벅"", 567, 86, 589], [""8801043015622"", 619, 24, 155], [""농심"", 842, 103, 1142], [""까파"", 986, 297, 990], [""인생을 맛있게"", 917, 44, 456], [""농심"", 982, 87, 452], [""(티범벽(6입)"", 1064, 37, 294], [""101003536"", 1062, 30, 598], [""범벅"", 1133, 170, 1178], [""8801043015622"", 1239, 36, 317]]"
000396,2026,02,27,2026-02-27,s1,인생을 맛있게 | 농심 | 을 | 라면 | 매울신 | SHIN RAMYUN | 소비기한 | 농심mog | 叫2A04 2026.02:27까지 5개입,"[[""인생을 맛있게"", 202, 23, 162], [""농심"", 228, 35, 161], [""을"", 422, 35, 453], [""라면"", 493, 98, 396], [""매울신"", 549, 36, 152], [""SHIN RAMYUN"", 674, 45, 411], [""소비기한"", 712, 27, 97], [""5개입"", 756, 114, 450], [""농심mog"", 731, 30, 376], [""2026.02:27까지"", 752, 31, 130], [""叫2A04"", 771, 27, 169]]"
000397,2026,02,19,2026-02-19,s1,"정보 香610g | 100g65kcal | 560mg28%量10g3%异7g7% | 2.1g4%0.5g3% | 0mg0%2g4% | （%200cal | 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다. | ·고등어,우유,게,새우,쇠고기,오징어 | 알류메밀, 복숭아,호두,잣,땅콩,아황산 | 류혼입가능·소비자분쟁해결기준에의 | 거,교환또는 보상가능·취급 시용기가 | 유리재질이므로 파손되어 다칠위험이있 유리 | 리를 확인하세요. | ODT 2026.02.19 16:16","[[""정보"", 382, 31, 272], [""香610g"", 383, 34, 437], [""100g65kcal"", 401, 34, 426], [""560mg28%量10g3%异7g7%"", 419, 46, 262], [""2.1g4%0.5g3%"", 440, 44, 250], [""0mg0%2g4%"", 460, 36, 235], [""（%200cal"", 484, 37, 235], [""기준이므로 개인의 필요 열량에 따라 다를 수 있습니다."", 504, 35, 235], [""·고등어,우유,게,새우,쇠고기,오징어"", 556, 35, 235], [""알류메밀, 복숭아,호두,잣,땅콩,아황산"", 577, 40, 228], [""류혼입가능·소비자분쟁해결기준에의"", 598, 43, 227], [""거,교환또는 보상가능·취급 시용기가"", 618, 43, 225], [""유리재질이므로 파손되어 다칠위험이있"", 639, 44, 226], [""유리"", 644, 23, 464], [""리를 확인하세요."", 676, 35, 224], [""ODT"", 722, 33, 180], [""2026.02.19 16:16"", 728, 29, 291]]"
000398,2027,07,30,2027-07-30,s1,"2027.07.30 | M 까지2 | 소면조리법 백설 |  5[1,00全 소면 | 백설소면 | 비기한 후면표시일까지 | R에 아은 번 부은 후 | ua기 330 | (국산)밀 함유 | 1972016800173 | 더 맞있는 이유°","[[""2027.07.30"", 218, 47, 426], [""까지2"", 242, 32, 453], [""M"", 275, 50, 6], [""백설"", 310, 73, 398], [""소면조리법"", 316, 37, 100], [""소면"", 398, 108, 387], ["" 5[1,00全"", 392, 25, 129], [""백설소면"", 480, 24, 388], [""비기한 후면표시일까지"", 516, 27, 367], [""R에 아은 번 부은 후"", 544, 27, 158], [""330"", 546, 31, 405], [""ua기"", 567, 22, 65], [""(국산)밀 함유"", 611, 25, 404], [""1972016800173"", 640, 28, 433], [""더 맞있는 이유°"", 704, 69, 157]]"
000399,2027,01,31,2027-01-31,s1,"집온보관개봉냉상보관정 | 소스(살균제품) | 하단표기일까지 | 20020464088-32 | 황산류 혼입가능·소비자 분동 | 노산에지대두외국신),양조간장원에(탈지대우·축국산 | 능양중국 우 | 영정보 #500/10080 | 看410mg205%量18g6%13g13% | 지방0g0% 트랜스지방0g 포화지방U | 量0mg0%2g4% | 0-850-1200166-5471 | 2027.01.31 03:52","[[""집온보관개봉냉상보관정"", 128, 37, 290], [""소스(살균제품)"", 146, 23, 293], [""하단표기일까지"", 165, 20, 296], [""20020464088-32"", 183, 20, 298], [""황산류 혼입가능·소비자 분동"", 302, 24, 302], [""노산에지대두외국신),양조간장원에(탈지대우·축국산"", 374, 33, 248], [""능양중국 우"", 394, 35, 245], [""영정보"", 418, 25, 247], [""#500/10080"", 414, 26, 322], [""看410mg205%量18g6%13g13%"", 434, 30, 246], [""지방0g0%"", 456, 20, 248], [""트랜스지방0g 포화지방U"", 453, 26, 325], [""量0mg0%2g4%"", 472, 28, 246], [""0-850-1200166-5471"", 510, 25, 247], [""2027.01.31 03:52"", 612, 38, 250]]"
000400,2026,01,11,2026-01-11,s1,"한층더 살려줍니다. | 추천 레시피! | 사용량을 조절하세요! | 불고기 스테이크 오행 | Chef's tip! 하시면 더욱 풍부한을별수있 요리에 새공함을 더할, | 영양정보 총 내용 80 | 100ml155k | 나트륨5mg 0% 号39g12 | 39g39%0g0% | 量0mg0%E003 | 200 | 개인의 월요 혈량에 따라 다를 주있습니다. | 고객행복센터 | 080-850-1200 | 口1666-5471（号） 마:LDPE | cj.co.kr 리별:PP | 24.07.12 부터 | 26.01.11 까지 | OB7","[[""한층더 살려줍니다."", 170, 33, 271], [""추천 레시피!"", 190, 33, 272], [""사용량을 조절하세요!"", 228, 34, 273], [""스테이크 오행"", 252, 42, 381], [""불고기"", 250, 25, 295], [""요리에 새공함을 더할,"", 276, 41, 350], [""Chef's tip!"", 282, 28, 278], [""하시면 더욱 풍부한을별수있"", 290, 40, 349], [""총 내용 80"", 320, 36, 429], [""영양정보"", 329, 40, 279], [""100ml155k"", 339, 38, 413], [""나트륨5mg 0%"", 359, 27, 283], [""号39g12"", 360, 29, 411], [""39g39%0g0%"", 380, 29, 285], [""量0mg0%E003"", 423, 32, 285], [""200"", 443, 27, 286], [""개인의 월요 혈량에 따라 다를 주있습니다."", 456, 27, 285], [""고객행복센터"", 484, 31, 308], [""080-850-1200"", 509, 26, 290], [""口1666-5471（号）"", 528, 27, 291], [""마:LDPE"", 526, 26, 419], [""cj.co.kr"", 547, 22, 291], [""리별:PP"", 541, 24, 423], [""24.07.12"", 604, 37, 308], [""부터"", 596, 31, 436], [""까지"", 622, 37, 435], [""26.01.11"", 632, 32, 310], [""OB7"", 660, 26, 365]]"
000401,2027,04,12,2027-04-12,s1,SPAM SPAM | 스럼 스를 25 스럼 25리이E | 27.04.12까지2W19:35,"[[""SPAM"", 38, 77, 252], [""SPAM"", 66, 91, 0], [""스럼"", 54, 36, 521], [""25리이E"", 50, 35, 572], [""스를"", 85, 40, 265], [""25"", 82, 25, 329], [""스럼"", 116, 29, 15], [""27.04.12까지2W19:35"", 599, 36, 225]]"
000402,2028,04,19,2028-04-19,s1,팸 28.04.19 12:58闪 SA4 | 클래식 | 봉방법 파우치를 점성을따라 | 20080405015-209 | 영양정보,"[[""팸"", 230, 63, 148], [""SA4"", 226, 22, 499], [""28.04.19"", 250, 26, 346], [""12:58闪"", 248, 23, 457], [""클래식"", 272, 21, 70], [""봉방법"", 321, 28, 66], [""점성을따라"", 316, 23, 205], [""파우치를"", 330, 21, 205], [""20080405015-209"", 514, 23, 94], [""영양정보"", 542, 25, 195]]"
000403,2027,04,01,2027-04-01,up2x,활도 | u | 27-04-01 | 3 | ',"[[""활도"", 114, 187, 219], [""u"", 221, 50, 106], [""27-04-01"", 974, 95, 486], [""3"", 1023, 20, 726], [""'"", 1472, 168, 31]]"
000404,2026,06,10,2026-06-10,s1,·소비기한 B1 | 2026.06.10-16:42 | 까지,"[[""B1"", 436, 27, 559], [""·소비기한"", 449, 30, 119], [""2026.06.10-16:42"", 476, 43, 246], [""까지"", 502, 23, 566]]"
000405,2027,10,15,2027-10-15,s1,"2027.10.15# | 15.393F16K | 하이라이스스스 | OTTYGI HASH | 2. 물을 약하게한이스스스를 조금씩 넣어충분히풀어습니다. | Kitchen | 유형 | 료명달 | 코아분말 쇠고기,닭고기,밀,토마토,우유 대두조개류(굴) 함유 | 포장재질 품 제조원 $줄싱횟삭 올뛴길 128 | 십시오 | 080024-2311）","[[""2027.10.15#"", 272, 25, 205], [""15.393F16K"", 291, 24, 231], [""하이라이스스스"", 326, 58, 158], [""OTTYGI HASH"", 364, 23, 248], [""2. 물을 약하게한이스스스를 조금씩 넣어충분히풀어습니다."", 514, 26, 324], [""Kitchen"", 590, 26, 200], [""유형"", 642, 20, 103], [""료명달"", 665, 26, 101], [""코아분말"", 756, 33, 101], [""쇠고기,닭고기,밀,토마토,우유 대두조개류(굴) 함유"", 754, 50, 270], [""포장재질 품"", 789, 34, 102], [""제조원"", 793, 24, 295], [""$줄싱횟삭 올뛴길"", 778, 31, 353], [""128"", 792, 40, 352], [""십시오"", 866, 33, 104], [""080024-2311）"", 894, 36, 206]]"
000406,2028,08,05,2028-08-05,s1,5.08.28 40- | 경기 연천 먹는생물 | 갈승lC | 무기물합량(mg/L) 241~28 | 칼습(Ca) 나트륨(Na) 칼륨(K) 그승Me) 불소(F) | 211~28.1 3.9~4.9 5.0~6.8 0.0~0.1 | 835-3568左 | 개업소명및,"[[""5.08.28 40-"", 422, 53, 239], [""경기 연천 먹는생물"", 491, 47, 232], [""갈승lC"", 698, 35, 669], [""무기물합량(mg/L)"", 737, 50, 146], [""241~28"", 718, 31, 668], [""칼습(Ca)"", 762, 35, 150], [""나트륨(Na)"", 769, 25, 214], [""칼륨(K)"", 770, 20, 288], [""그승Me)"", 764, 29, 349], [""불소(F)"", 758, 30, 412], [""211~28.1"", 783, 31, 153], [""3.9~4.9"", 791, 24, 215], [""5.0~6.8"", 786, 27, 353], [""0.0~0.1"", 779, 28, 410], [""835-3568左"", 859, 30, 305], [""개업소명및"", 880, 31, 337]]"
000407,2025,12,01,2025-12-01,s1,"3900 | 025,10.10 | 진랑농협하나로미' | 하늘 초양 념 김 | 보관방법:10C이하 냉장보관포집저장(플리에팅경량() | 2025.10.03 2025.12.01 6500 | 포장 년,월.일 | NH 진량농협하나로마트","[[""3900"", 56, 38, 82], [""025,10.10"", 73, 27, 0], [""진랑농협하나로미'"", 100, 32, 0], [""하늘 초양 념 김"", 631, 29, 246], [""보관방법:10C이하 냉장보관포집저장(플리에팅경량()"", 698, 33, 227], [""6500"", 757, 38, 438], [""2025.10.03"", 766, 22, 224], [""2025.12.01"", 767, 22, 309], [""포장 년,월.일"", 782, 23, 218], [""NH"", 800, 24, 217], [""진량농협하나로마트"", 804, 27, 314]]"
000408,2025,10,09,2025-10-09,s1,"전일영 | 소금(국산 천일염)으로 | 간이 되어있습니다. | 갈친( 해 동 | 원산지:국 | 2025,1905,2025.10.09 11800 | 진랑농열하나로마트","[[""전일영"", 248, 72, 703], [""소금(국산 천일염)으로"", 289, 56, 691], [""간이 되어있습니다."", 308, 48, 710], [""갈친( 해"", 392, 38, 659], [""동"", 386, 22, 795], [""원산지:국"", 411, 34, 657], [""11800"", 492, 37, 807], [""2025,1905,2025.10.09"", 512, 45, 654], [""진랑농열하나로마트"", 529, 38, 717]]"
000409,2027,03,26,2027-03-26,s2,예농협 | 비Fob Barley Tea seui Mountain | 호리자 | 더건강하게만든우리보리차! | 최고품질의 보리만을 엄선하여 | 맛 좋고 영양가가 풍부합니다 | 100% | 400g 100% | NH 유가농업협동조합 | 2027.03.26 까지,"[[""예농협"", 283, 40, 421], [""비Fob"", 361, 52, 149], [""seui Mountain"", 353, 24, 368], [""호리자"", 434, 97, 145], [""더건강하게만든우리보리차!"", 514, 27, 139], [""400g"", 606, 31, 134], [""Barley Tea"", 372, 18, 356], [""최고품질의 보리만을 엄선하여"", 536, 17, 139], [""맛 좋고 영양가가 풍부합니다"", 548, 15, 139], [""100%"", 561, 16, 139], [""100%"", 607, 16, 201], [""NH"", 824, 16, 199], [""유가농업협동조합"", 825, 22, 335], [""2027.03.26 까지"", 846, 22, 320]]"
000410,2027,04,13,2027-04-13,s1,명읽은햇살생강분말 식품의 유형 천연향신료 | 卫194040409243 | ·기한 2027.04.13,"[[""명읽은햇살생강분말 식품의 유형"", 533, 40, 267], [""천연향신료"", 533, 24, 475], [""卫194040409243"", 603, 45, 265], [""·기한"", 622, 35, 262], [""2027.04.13"", 636, 33, 371]]"
000411,2026,09,09,2026-09-09,s1,NH 남영양농협 | ©경북 영향기추 헛살촌 | 영양청결 | 오줏가루 | 제조일자 2025.09.10 | 소비기한 2026.09.09 | 북 영양 고추만을 엄선하여 생산하였습니 | 기족명 햇살촌 영양청결고충가루 ·보관방법:직사광선을피하 서늘하고건조한 | 식품유 고층가루 곳에보관하시고개봉후어는품질저를위해 | 냉장보관하시기 바랍니다 | 500g ·주의사항고추가루를손으로사용추눈이 | 제조원 능영양농협가공사업소 ·본 제품은음식에 사용시1시간 정도 지나 피부민감한 곳에 접을피하시기비니다 | 소비기 경영양군 입암면 다리골길29 고유의 빛깔이 나타닙니다 | 원료명 모상지 후면 별도표시일까지 | 모장개질 100%（： 색도를 삽입하였습니다. :발품및교환:제조원그일처 | 홍목보 고번호 폴라에팅랜(내면) | 소비가상담실 199305850052 | 지리적시 지리적특산품:고충가루 | 원  KPGI: Yeongyang red pepper powder | : 영양능인양농가사업소) 88082801705002 OTHER | 量/EL（02763-317,"[[""NH"", 178, 38, 204], [""남영양농협"", 186, 35, 429], [""©경북"", 338, 23, 211], [""영향기추"", 354, 33, 222], [""헛살촌"", 352, 40, 317], [""영양청결"", 383, 25, 259], [""오줏가루"", 422, 72, 271], [""제조일자 2025.09.10"", 488, 23, 454], [""소비기한 2026.09.09"", 510, 28, 454], [""북 영양 고추만을 엄선하여 생산하였습니"", 545, 29, 132], [""기족명"", 610, 22, 109], [""햇살촌 영양청결고충가루"", 613, 26, 170], [""·보관방법:직사광선을피하 서늘하고건조한"", 621, 28, 370], [""식품유"", 630, 24, 102], [""고층가루"", 633, 24, 168], [""곳에보관하시고개봉후어는품질저를위해"", 638, 28, 371], [""500g"", 655, 24, 165], [""냉장보관하시기 바랍니다"", 653, 25, 372], [""·주의사항고추가루를손으로사용추눈이"", 670, 30, 364], [""제조원"", 680, 25, 113], [""능영양농협가공사업소"", 682, 25, 165], [""피부민감한 곳에 접을피하시기비니다"", 686, 29, 369], [""경영양군 입암면 다리골길29"", 700, 33, 164], [""소비기"", 708, 27, 113], [""·본 제품은음식에 사용시1시간 정도 지나"", 702, 28, 365], [""모상지 후면 별도표시일까지"", 724, 32, 166], [""고유의 빛깔이 나타닙니다"", 719, 28, 369], [""원료명"", 730, 30, 113], [""100%（："", 747, 42, 168], [""모장개질"", 752, 30, 108], [""색도를 삽입하였습니다."", 753, 30, 368], [""홍목보 고번호"", 773, 34, 96], [""폴라에팅랜(내면)"", 768, 37, 166], ["":발품및교환:제조원그일처"", 770, 31, 358], [""소비가상담실"", 796, 35, 87], [""199305850052"", 790, 36, 162], [""지리적시"", 852, 33, 78], [""지리적특산품:고충가루"", 851, 37, 146], [""KPGI: Yeongyang red pepper powder"", 868, 43, 143], [""원 "", 880, 34, 145], ["": 영양능인양농가사업소)"", 893, 40, 143], [""88082801705002"", 910, 22, 392], [""OTHER"", 906, 30, 551], [""量/EL（02763-317"", 940, 26, 383]]"
000412,2026,01,19,2026-01-19,s1,"스쉽고 깔끔하게 톡! | 신선한 경북 영양 고추를 담아 | 언제 어디서나 간편하게 | 요리할 수 있는 스틱 고츠가루 | 제품의 특징 | ·HACCP인증 받은 제조시설에서 위생적 | 으로 생산됩니다. | 보관방법 | ·직사광선을 피해 서늘한 곳에 보관하시고 | 개봉 후에는 냉장 또는 냉동보관 하시기 | 바랍니다. | ·본 제품은 공정거래위원회 고시 소비자분쟁 | 해결기준에 의거 교환 또는 보상받을 수 | 있습니다. | 소비기한 | 2026,1,19 | 까지","[[""스쉽고 깔끔하게 톡!"", 143, 36, 258], [""신선한 경북 영양 고추를 담아"", 187, 30, 280], [""언제 어디서나 간편하게"", 213, 28, 279], [""요리할 수 있는 스틱 고츠가루"", 239, 28, 277], [""제품의 특징"", 314, 29, 291], [""·HACCP인증 받은 제조시설에서 위생적"", 373, 30, 196], [""으로 생산됩니다."", 398, 29, 208], [""보관방법"", 449, 30, 298], [""·직사광선을 피해 서늘한 곳에 보관하시고"", 482, 31, 195], [""개봉 후에는 냉장 또는 냉동보관 하시기"", 508, 30, 208], [""바랍니다."", 532, 24, 206], [""·본 제품은 공정거래위원회 고시 소비자분쟁"", 560, 31, 195], [""해결기준에 의거 교환 또는 보상받을 수"", 586, 30, 204], [""있습니다."", 611, 24, 203], [""소비기한"", 693, 24, 204], [""2026,1,19"", 722, 32, 266], [""까지"", 740, 23, 432]]"
000413,2027,04,23,2027-04-23,s1,"칠갑농산 2027.04.23 | 우유에타서먹는 | 정국장가르 | 300g | (1,401kcal) | 100 g467kcal","[[""칠갑농산"", 441, 32, 309], [""2027.04.23"", 446, 29, 428], [""우유에타서먹는"", 507, 45, 341], [""정국장가르"", 583, 140, 186], [""300g"", 685, 38, 387], [""(1,401kcal)"", 709, 24, 388], [""100 g467kcal"", 727, 27, 389]]"
000414,2026,04,07,2026-04-07,s1,2026.04.07까지 | 회요,"[[""2026.04.07까지"", 550, 33, 265], [""회요"", 917, 66, 629]]"
000415,NONE,NONE,NONE,NONE,fail,운극릎스 | 뉴스마스마 | PH스 | 운극릎스 영양정보 | 생장보관이 8093 60g/15kcal 락교기 누3 아삭아살 새콤달콤한 아삭아삭 새콤달콩한 아삭아삭 새콤달콤한 URU5 | 3 | 노뜯는곳 나기며 | 영양정보 양정보 60g/15kcal 4860g/15kcal 8809307 8809307 1390034 390034 | 量391%弄00.8% | 0% 노뜯는곳 | 냉장보관 냉장보관 OTHER OTHER | 락고기 아삭아삭 새콤달콤한 | 영양정보 4860g/15kcal 88093071390034 | 비닐류 | 냉장보관 | OTHER 뜯는곳,"[[""아삭아살 새콤달콤한"", 500, 47, 345], [""영양정보"", 652, 31, 224], [""60g/15kcal"", 648, 28, 344], [""8809307"", 658, 22, 465], [""노뜯는곳"", 712, 61, 588], [""1390034"", 656, 14, 539], [""냉장보관"", 726, 20, 468], [""OTHER"", 724, 18, 519], [""뉴스마스마"", 154, 21, 396], [""영양정보"", 259, 72, 294], [""락교기"", 421, 380, 360], [""60g/15kcal"", 395, 102, 299], [""아삭아삭 새콤달콤한"", 450, 217, 436], [""생장보관이"", 505, 66, 226], [""8093"", 504, 41, 296], [""노뜯는곳"", 620, 70, 216], [""운극릎스"", 100, 66, 682], [""PH스"", 171, 32, 717], [""나기며"", 618, 27, 497], [""운극릎스"", 248, 59, 68], [""URU5"", 415, 100, 587], [""누3"", 416, 86, 370], [""아삭아삭 새콤달콩한"", 500, 39, 350], [""3"", 542, 14, 142], [""양정보"", 652, 14, 239], [""4860g/15kcal"", 648, 28, 345], [""8809307"", 658, 23, 465], [""390034"", 656, 14, 544], [""量391%弄00.8%"", 672, 30, 300], [""0%"", 712, 13, 406], [""냉장보관"", 726, 21, 470], [""OTHER"", 724, 17, 521], [""아삭아삭 새콤달콤한"", 1002, 87, 694], [""락고기"", 1102, 241, 439], [""영양정보"", 1305, 52, 449], [""4860g/15kcal"", 1296, 53, 692], [""88093071390034"", 1312, 39, 938], [""비닐류"", 1396, 31, 1067], [""냉장보관 | OTHER"", 1449, 36, 940], [""뜯는곳"", 1425, 118, 1174]]"
000416,2028,04,02,2028-04-02,clahe,더맛있게 소비기한 | 먹고 싶다고? | 그렇 말아보자 2028.04.02 | GOl~,"[[""더맛있게"", 528, 20, 209], [""소비기한"", 522, 20, 369], [""먹고 싶다고?"", 542, 21, 209], [""그렇 말아보자"", 562, 20, 211], [""GOl~"", 582, 32, 209], [""2028.04.02"", 565, 24, 373]]"
000417,2026,03,15,2026-03-15,s1,a중e] | 2.480 | 더맞있게 소비기한 | 먹고 싶다고? | 오로독 그럼 말아보자 2026.03.15 | GO!~,"[[""a중e]"", 14, 29, 292], [""2.480"", 71, 47, 376], [""더맞있게"", 533, 28, 182], [""소비기한"", 533, 28, 372], [""오로독"", 565, 72, 47], [""먹고 싶다고?"", 551, 27, 182], [""그럼 말아보자"", 573, 30, 182], [""2026.03.15"", 576, 29, 370], [""GO!~"", 597, 40, 180]]"
000418,2026,09,08,2026-09-08,s1,180 | 1.780 | 2026.09.08 | G09 16:53,"[[""180"", 66, 43, 0], [""1.780"", 84, 49, 290], [""2026.09.08"", 524, 52, 204], [""G09 16:53"", 564, 55, 207]]"
000419,2026,08,05,2026-08-05,s1,웨하 | EASY CAP 0는법 소비기한 | 2026.08.05Y | 영양정보 | 총 코코아분말6% | 否号：75g[400kcal(15gX | 알레르기정보:옆면확인,"[[""웨하"", 384, 93, 615], [""EASY CAP 0는법"", 469, 23, 181], [""소비기한"", 472, 24, 247], [""2026.08.05Y"", 497, 38, 311], [""영양정보"", 550, 35, 272], [""총 코코아분말6%"", 722, 35, 537], [""否号：75g[400kcal(15gX"", 744, 43, 535], [""알레르기정보:옆면확인"", 759, 34, 534]]"
