image_id,year,month,day,final_date,stage,texts,raw
000498,2026,03,07,2026-03-07,det5,고 | 08 | www | 2026.03.07 | 21850291259,"[[""고"", 47, 16, 699], [""08"", 63, 24, 695], [""www"", 80, 14, 690], [""2026.03.07"", 528, 44, 252], [""21850291259"", 564, 52, 251]]"
000499,2026,05,13,2026-05-13,s1,2026.05.13 | 15:58 | 제일제당 | 해찬들 | 갖은 양넘으로 쌈맛을살린 | 1듬의 사계절 쌈장 | 해찬들 | 대한민국 장류 1등,"[[""2026.05.13"", 402, 29, 283], [""15:58"", 424, 24, 383], [""제일제당"", 472, 35, 135], [""해찬들"", 519, 66, 279], [""갖은 양넘으로 쌈맛을살린"", 605, 50, 155], [""1듬의"", 653, 78, 1], [""사계절 쌈장"", 684, 115, 148], [""해찬들"", 859, 45, 294], [""대한민국"", 914, 80, 130], [""1등"", 916, 92, 478], [""장류"", 932, 55, 349]]"
000500,2026,12,17,2026-12-17,s1,KORA H조일A: 2025.06.18 09:16 BG4 | 소비기한: 2026.12.17 | ·의추영및량 그추중국산정 영양정보 500g/100g230kcal | 2450mg13%15%3% | 추국국국신국 加24g4%0g物0g0% | UUPBN-PPEHE- 0mg0%4g7% | 20 | 2399 | 는보상- | 电：202046408-66 | [nabe,"[[""H조일A:"", 434, 27, 234], [""2025.06.18 09:16"", 440, 29, 301], [""BG4"", 435, 22, 516], [""KORA"", 446, 53, 133], [""소비기한:"", 458, 23, 234], [""2026.12.17"", 464, 23, 303], [""·의추영및량 그추중국산정"", 489, 30, 146], [""영양정보"", 494, 27, 335], [""500g/100g230kcal"", 494, 23, 409], [""2450mg13%15%3%"", 518, 28, 334], [""추국국국신국"", 530, 32, 148], [""UUPBN-PPEHE-"", 550, 31, 149], [""加24g4%0g物0g0%"", 540, 27, 335], [""0mg0%4g7%"", 563, 30, 334], [""20"", 585, 28, 336], [""2399"", 612, 31, 152], [""는보상-"", 632, 33, 151], [""电：202046408-66"", 671, 39, 153], [""[nabe"", 687, 24, 335]]"
000501,2026,02,24,2026-02-24,s1,"도 | paldo 밥은 먹고 다니냐? | ald | 도시락 | DOSHIR | DOSHIRAK SINCE1986 시라 SINCE198 | 26.0 | 26.02.24外|DH F2 :여기까지뜯어주세요 | 끓는물 | 3분 유탕명"" 86 g( |  / 86g (380 kcal) | 스프류중 건김지94%함유 | 김치 도시락86g | 950 | 60","[[""도"", 48, 36, 695], [""paldo"", 94, 83, 58], [""밥은 먹고"", 82, 47, 316], [""다니냐?"", 120, 54, 352], [""ald"", 164, 50, 652], [""시라"", 386, 345, 196], [""도시락"", 236, 31, 384], [""DOSHIRAK"", 368, 41, 73], [""DOSHIR"", 371, 41, 641], [""SINCE1986"", 390, 40, 75], [""SINCE198"", 392, 40, 640], [""26.0"", 517, 30, 663], [""26.02.24外|DH F2"", 533, 36, 95], ["":여기까지뜯어주세요"", 586, 110, 586], [""끓는물"", 607, 28, 130], [""3분"", 625, 24, 137], ["" / 86g (380 kcal)"", 652, 37, 80], [""유탕명\"""", 654, 24, 634], [""86 g("", 653, 24, 674], [""스프류중 건김지94%함유"", 683, 35, 80], [""김치 도시락86g"", 845, 36, 184], [""950"", 889, 46, 237], [""60"", 946, 20, 258]]"
000502,2026,06,20,2026-06-20,s1,"가자(유탕처리제품) | 광일제과/대구광 | 2026.06.20X 42 | 측면표시일까? | g（±3g（173kc | 1211530 H가루(밀:호주산 | 号30-0899065 올레인유을e) | 영양청보 총내용량 40g 골드말EGAEE 산),d- | 173kcal 유미국신합수 | 총내용광당 1일 영양성분 | 기준치에대한 비을 시력,카제인 | 三零120mg 6% 나트륨,이산화ㅠ | 수물 30g 9% 방(합성향로)이시 | 당79 7% | 지방ag 8% 공유지( 갈,함수결정 | 트랜스지방 09 시아산)코 | 1.9g 13% | 스테를Omg 널가물:이 | 39 제제국식 | （%2000 바닐리(합 | 의요 량에 따라다수있습니 폴리프로풀 | 量1980016304 | ·직사구","[[""가자(유탕처리제품)"", 330, 27, 483], [""광일제과/대구광"", 349, 30, 484], [""2026.06.20X"", 372, 35, 232], [""42"", 369, 28, 485], [""측면표시일까?"", 389, 28, 488], [""g（±3g（173kc"", 412, 28, 482], [""1211530"", 441, 22, 242], [""H가루(밀:호주산"", 436, 23, 483], [""号30-0899065"", 457, 22, 241], [""올레인유을e)"", 455, 30, 481], [""산),d-"", 474, 26, 483], [""영양청보"", 496, 40, 244], [""총내용량 40g"", 487, 26, 317], [""골드말EGAEE"", 491, 30, 480], [""173kcal"", 506, 26, 335], [""유미국신합수"", 510, 29, 481], [""1일 영양성분"", 531, 20, 337], [""총내용광당"", 537, 24, 248], [""기준치에대한 비을"", 546, 24, 307], [""시력,카제인"", 546, 31, 480], [""三零120mg"", 565, 34, 250], [""6%"", 566, 23, 366], [""나트륨,이산화ㅠ"", 565, 27, 483], [""수물 30g"", 586, 40, 249], [""9%"", 588, 26, 364], [""방(합성향로)이시"", 584, 31, 480], [""당79"", 606, 36, 250], [""7%"", 610, 23, 367], [""지방ag"", 628, 38, 248], [""8%"", 630, 25, 363], [""갈,함수결정"", 622, 33, 480], [""트랜스지방 09"", 650, 39, 253], [""공유지("", 642, 33, 479], [""1.9g"", 671, 38, 255], [""시아산)코"", 658, 29, 481], [""13%"", 673, 24, 357], [""스테를Omg"", 694, 34, 264], [""널가물:이"", 700, 32, 477], [""39"", 716, 28, 284], [""제제국식"", 718, 35, 477], [""（%2000"", 738, 25, 273], [""바닐리(합"", 737, 30, 478], [""의요 량에 따라다수있습니"", 751, 27, 273], [""폴리프로풀"", 757, 28, 480], [""量1980016304"", 778, 29, 481], [""·직사구"", 802, 21, 487]]"
000503,2026,02,18,2026-02-18,s1,릭옹 | · | LEGEND | paldo | 책다른 즐거용팔도 | PROVE | EAT | KING OF LEGEND | 왕뚱껑 | 먹고 페이커도만나고 왕 뚜껑 | FAKER | 프로케이어페이커 26.02.18外YF：F1 | 8801128503488 | 끓는물3분 /110g(495 kcal),"[[""릭옹"", 74, 132, 552], [""·"", 149, 32, 184], [""LEGEND"", 185, 37, 24], [""paldo"", 264, 41, 330], [""책다른 즐거용팔도"", 286, 27, 353], [""PROVE"", 343, 76, 324], [""EAT"", 409, 94, 312], [""왕"", 602, 203, 330], [""왕뚱껑"", 534, 45, 73], [""KING OF LEGEND"", 512, 39, 523], [""먹고"", 564, 39, 75], [""뚜껑"", 586, 114, 490], [""페이커도만나고"", 602, 45, 75], [""FAKER"", 676, 95, 468], [""프로케이어페이커"", 726, 27, 138], [""26.02.18外YF：F1"", 736, 40, 381], [""8801128503488"", 765, 28, 227], [""끓는물3분"", 795, 33, 217], [""/110g(495 kcal)"", 802, 34, 283]]"
000504,2026,02,28,2026-02-28,s1,KING OF LEGENO | palda | 색다른 즐거용망도 | PROVE | EAT | KING OF LEGEND | 페이커도만나고 가왕 수경 | FAKER | 메이커 26.02.283A1F1 | 8801128503235,"[[""KING OF LEGENO"", 116, 29, 250], [""palda"", 240, 61, 390], [""색다른 즐거용망도"", 267, 31, 415], [""PROVE"", 334, 108, 378], [""EAT"", 403, 102, 364], [""가왕"", 588, 245, 254], [""KING OF LEGEND"", 524, 27, 534], [""페이커도만나고"", 559, 63, 133], [""수경"", 591, 105, 497], [""FAKER"", 673, 96, 471], [""메이커"", 677, 50, 193], [""8801128503235"", 723, 46, 247], [""26.02.283A1F1"", 725, 52, 398]]"
000505,2026,03,02,2026-03-02,s1,복작복작 | paldo | PROVE | EAT 편의점용 | KING OF LEGEND | 왕뚜껑 | 먹고 페이커 도만나고 왕 뚜껑 | FAKER | 프로게이머페이커 26.03.02/90 F1 | 끓는물 3분 /110g（495kcal）,"[[""복작복작"", 73, 32, 619], [""paldo"", 277, 49, 361], [""PROVE"", 359, 82, 365], [""EAT"", 436, 83, 365], [""편의점용"", 431, 40, 543], [""왕"", 624, 211, 331], [""KING OF LEGEND"", 523, 50, 531], [""뚜껑"", 602, 137, 496], [""왕뚜껑"", 572, 47, 135], [""먹고"", 600, 31, 143], [""페이커"", 636, 41, 149], [""도만나고"", 634, 30, 222], [""FAKER"", 694, 81, 494], [""26.03.02/90 F1"", 738, 35, 427], [""프로게이머페이커"", 742, 25, 218], [""끓는물 3분"", 798, 23, 297], [""/110g（495kcal）"", 798, 23, 361]]"
000506,2026,06,18,2026-06-18,s1,HAITAI | 커피와 | 함께하는즐거움 | 이벤트 모하고 | 제주 돈가자! | 아가는 | 우리들의 | 제종 2025.06.19 부터 | 2026.06. 18. C1 마지 과자(유처리제 151,"[[""HAITAI"", 330, 24, 32], [""커피와"", 454, 48, 546], [""함께하는즐거움"", 479, 58, 545], [""모하고"", 538, 35, 108], [""이벤트"", 539, 32, 54], [""제주"", 557, 31, 62], [""돈가자!"", 556, 31, 109], [""아가는"", 679, 20, 121], [""우리들의"", 713, 20, 53], [""제종"", 774, 27, 186], [""2025.06.19"", 772, 22, 239], [""부터"", 770, 23, 390], [""2026.06. 18. C1"", 788, 25, 238], [""과자(유처리제"", 788, 23, 525], [""151"", 800, 67, 643], [""마지"", 794, 22, 391]]"
000507,2026,05,19,2026-05-19,s1,"식품유형 과자 내포장재질 폴리프로필렌 | 글리시톨액(감미료)향료3종,주정, | 고객지원센터 25. 08.20 16:53 부터 | 26.05.19 84 까지","[[""식품유형 과자 내포장재질 폴리프로필렌"", 490, 21, 491], [""글리시톨액(감미료)향료3종,주정,"", 540, 23, 556], [""고객지원센터"", 603, 26, 394], [""25. 08.20 16:53"", 599, 26, 517], [""부터"", 598, 26, 676], [""26.05.19 84"", 616, 25, 515], [""까지"", 620, 24, 674]]"
000508,2026,08,25,2026-08-25,s1,3801062870455 | 센터 | 부담 6060 26.08.25 17:14 까지 | ellfood.com,"[[""3801062870455"", 652, 49, 158], [""센터"", 694, 43, 0], [""6060"", 734, 36, 0], [""까지"", 747, 50, 548], [""26.08.25 17:14"", 756, 77, 165], [""부담"", 761, 30, 0], [""ellfood.com"", 801, 26, 0]]"
000509,2026,09,01,2026-09-01,s1,3 | 소비기한: G소리 | 25.09.02<20:46) 부터 | 26.09.014A13 | 까지,"[[""3"", 228, 82, 221], [""G소리"", 427, 274, 335], [""소비기한:"", 564, 36, 141], [""부터"", 602, 31, 484], [""25.09.02<20:46)"", 612, 42, 164], [""26.09.014A13"", 641, 40, 164], [""까지"", 660, 33, 486]]"
000510,2026,09,03,2026-09-03,s1,"건조양파,치즈분말,바질,오레가노,흑후추 | 62.1%（5Brix） | 토마토 대두우 밀쇠고기.닭고기, 조가 쿠굴함유 | 대포장자질 용기-유리,뚜껑-철,폴리염화비닐 | 및교환장소고객상담실 및 구입처 | 류 땅콩,게,새우,아황산류,오징어,돼지고기,조개류홍합 | 포함 성분 혼입 가능.,서늘하고 건조한 곳에 보관,개봉 후에는 | 냉장보관하여도 변질우려가 있으니 가급적 한번에 사용 | 본 제품은 소비자기본법에 의거 교환 또는 보상. 유리 | 1399 | 0199119 캡:철,라벨:P | s/,dsng.ms/nsp.com F12404 | 20:05 | 2026.09.03 까지","[[""건조양파,치즈분말,바질,오레가노,흑후추"", 143, 64, 85], [""62.1%（5Brix）"", 184, 58, 84], [""토마토 대두우 밀쇠고기.닭고기, 조가 쿠굴함유"", 225, 64, 79], [""대포장자질 용기-유리,뚜껑-철,폴리염화비닐"", 269, 59, 88], [""및교환장소고객상담실 및 구입처"", 314, 51, 109], [""류"", 362, 27, 95], [""땅콩,게,새우,아황산류,오징어,돼지고기,조개류홍합"", 360, 43, 117], [""성분 혼입 가능.,서늘하고 건조한 곳에 보관,개봉 후에는"", 399, 44, 114], [""포함"", 402, 30, 91], [""냉장보관하여도 변질우려가 있으니 가급적 한번에 사용"", 439, 38, 90], [""본 제품은 소비자기본법에 의거 교환 또는 보상."", 480, 34, 91], [""유리"", 498, 40, 476], [""1399"", 519, 47, 84], [""0199119"", 562, 42, 80], [""캡:철,라벨:P"", 558, 40, 452], [""s/,dsng.ms/nsp.com"", 596, 38, 82], [""F12404"", 586, 31, 490], [""20:05"", 635, 42, 304], [""2026.09.03"", 690, 50, 140], [""까지"", 709, 44, 492]]"
000511,2026,03,24,2026-03-24,s1,소비 26.03.242 | 기한 13:51125,"[[""26.03.242"", 361, 52, 168], [""소비"", 366, 39, 68], [""기한"", 396, 37, 70], [""13:51125"", 424, 63, 171]]"
000512,2026,02,17,2026-02-17,s1,모델명 필스티키 | 50mm [재질:PVC | 202508 | 37175 | 국 한국 ：3） | 의사항:경고!3세 미만의 어린이는 사용일 수없음 | 은 부품을 을 포함하고 있음 | 643-2501 | KC 소비사 ccm | 0-3 | 안전확인 신고확인증번호 공정거래위원회 | CB061L011-2001 | 2026.02.17外 | B42 | 영양정보 30g140kcal 총 내용량 85g | 30 g당 1일 영양성분 기준치에 대한 비율 총 내용량당 | LE喜150mg 8% 430mg 22% | 탄수회술 22g 7% 63g 19% | 다르 5 5% 13g 13%,"[[""모델명 필스티키"", 26, 37, 166], [""[재질:PVC"", 42, 41, 423], [""50mm"", 55, 30, 70], [""202508"", 64, 43, 237], [""37175"", 136, 55, 65], [""：3）"", 187, 45, 177], [""국 한국"", 197, 70, 3], [""의사항:경고!3세 미만의 어린이는 사용일 수없음"", 245, 78, 0], [""은 부품을"", 304, 57, 0], [""을 포함하고 있음"", 295, 51, 72], [""643-2501"", 352, 39, 0], [""KC"", 388, 107, 210], [""ccm"", 364, 37, 592], [""소비사"", 396, 37, 536], [""0-3"", 415, 28, 376], [""공정거래위원회"", 442, 27, 554], [""안전확인 신고확인증번호"", 455, 36, 163], [""CB061L011-2001"", 480, 27, 188], [""2026.02.17外"", 536, 65, 118], [""B42"", 604, 60, 159], [""총 내용량 85g"", 738, 40, 489], [""영양정보"", 768, 67, 0], [""30g140kcal"", 776, 48, 429], [""30 g당"", 824, 40, 0], [""총 내용량당"", 816, 39, 551], [""1일 영양성분 기준치에 대한 비율"", 827, 42, 103], [""LE喜150mg"", 868, 69, 0], [""8%"", 861, 42, 313], [""430mg"", 858, 45, 403], [""22%"", 851, 51, 574], [""탄수회술 22g"", 912, 67, 0], [""7%"", 904, 41, 315], [""63g"", 902, 46, 401], [""19%"", 891, 48, 577], [""다르 5"", 945, 32, 23], [""13g"", 942, 37, 404], [""13%"", 931, 48, 577], [""5%"", 944, 31, 318]]"
000513,2026,09,03,2026-09-03,det5,2 | 2026.09.03A | 255 1521 | 제이피,"[[""2"", 233, 52, 26], [""2026.09.03A"", 528, 71, 119], [""255 1521"", 576, 54, 120], [""제이피"", 752, 59, 88]]"
000514,2026,07,13,2026-07-13,s1,백티브 | 큰후리이 | 소비기한 | 2026.07.13 | 09: 03 | 까지,"[[""백티브"", 59, 65, 133], [""큰후리이"", 161, 72, 550], [""소비기한"", 552, 53, 60], [""2026.07.13"", 577, 46, 276], [""09: 03"", 612, 44, 362], [""까지"", 637, 54, 570]]"
000515,2026,01,NONE,2026-01-NONE,det5,ERO | 0 | 201045 45 +U 2026.01 | 영양정보 73g/400kcal | 喜280mg14%量44g14%22g22% | 23943%0g11973% | 0mg0%4g7% | 8 18022,"[[""ERO"", 28, 57, 41], [""0"", 228, 65, 4], [""201045 45 +U"", 499, 34, 95], [""2026.01"", 500, 32, 435], [""영양정보"", 594, 37, 68], [""73g/400kcal"", 603, 40, 351], [""喜280mg14%量44g14%22g22%"", 630, 45, 67], [""23943%0g11973%"", 657, 46, 66], [""0mg0%4g7%"", 682, 43, 70], [""8"", 716, 23, 617], [""18022"", 718, 36, 639]]"
000516,2026,07,16,2026-07-16,s1,"업소명 및 소재지 | ·제조업소 FRANCESTLE | CONFECTIONERIES(M) | SDN BHD | ·수입판매업소:롯데쇼핑(주 | 롯데파트 사업본부 /서울특별시 | 二6含）1899-3000 | 원재료명 설탕,밝핵유,아몬드 | 코코아분말,(유청분말,레시틴, | 향료(바닐라향)우유,대두 함유 | 포장재질(내면기뚜껑-폴리에틸렌 | 통-폴리에틸렌테레프탈레이트 | 땅콩,호두 혼입 가능성이 있습 | PC17075 | EXP：16/07/2026","[[""업소명 및 소재지"", 24, 49, 213], [""·제조업소 FRANCESTLE"", 74, 74, 207], [""CONFECTIONERIES(M)"", 111, 73, 205], [""SDN BHD"", 140, 43, 207], [""·수입판매업소:롯데쇼핑(주"", 184, 68, 210], [""롯데파트 사업본부 /서울특별시"", 222, 71, 201], [""二6含）1899-3000"", 296, 59, 202], [""원재료명 설탕,밝핵유,아몬드"", 342, 65, 196], [""코코아분말,(유청분말,레시틴,"", 384, 61, 194], [""향료(바닐라향)우유,대두 함유"", 426, 67, 191], [""포장재질(내면기뚜껑-폴리에틸렌"", 472, 60, 196], [""통-폴리에틸렌테레프탈레이트"", 518, 51, 200], [""땅콩,호두 혼입 가능성이 있습"", 565, 55, 186], [""PC17075"", 687, 40, 188], [""EXP：16/07/2026"", 726, 47, 186]]"
000517,2026,09,25,2026-09-25,s1,고 개봉 후 가급직 | 0-2002 | 총 내용리50 | Mo kcal | 量40g12% 당류 26926%090% | 0g0% 콜레스 테롤 mg 0% 395 % | EB20.5mg 36% HE2B60.2mg13% | 다. | 26.09.25 R | 까지 | 비닐류 | OTHER,"[[""고 개봉 후 가급직"", 34, 70, 0], [""0-2002"", 108, 53, 10], [""총 내용리50"", 161, 48, 402], [""Mo kcal"", 198, 55, 435], [""당류"", 222, 37, 182], [""26926%090%"", 233, 73, 241], [""量40g12%"", 236, 64, 0], [""콜레스 테롤"", 268, 45, 96], [""mg"", 268, 31, 261], [""0%"", 270, 35, 311], [""395"", 282, 55, 374], [""0g0%"", 281, 49, 0], [""%"", 290, 38, 533], [""36%"", 311, 36, 147], [""HE2B60.2mg13%"", 324, 63, 272], [""EB20.5mg"", 319, 50, 0], [""다."", 402, 30, 1], [""26.09.25 R"", 537, 58, 217], [""까지"", 606, 43, 451], [""비닐류"", 742, 45, 436], [""OTHER"", 813, 42, 408]]"
000518,2026,09,14,2026-09-14,s1,26.09.14F2 | EdCH | ZL E,"[[""26.09.14F2"", 549, 105, 102], [""EdCH"", 657, 63, 329], [""ZL E"", 729, 112, 235]]"
000519,2026,08,10,2026-08-10,s1,받지 | 소비 25.08.11 08146 부터 | 기한 26.08.10 까지,"[[""받지"", 195, 142, 378], [""소비"", 460, 36, 72], [""25.08.11 08146"", 474, 38, 188], [""부터"", 470, 41, 505], [""26.08.10"", 505, 34, 186], [""기한"", 518, 41, 70], [""까지"", 531, 40, 502]]"
000520,2026,09,15,2026-09-15,s1,부정·불림직품진 지측본사 | 녹아 4·한 입에 삼키지 | 약 반점이생을 수있으나 인체에 두 | 영양정보 香小路52g/125 | LE号20mg1% | 量0mg0%3.46% | (수신자 요금 부담) 롯데웰푸드 | http://www.lottewelfood.com | THER | 2026.09.15A1 까지 88010628730,"[[""부정·불림직품진"", 39, 44, 398], [""지측본사"", 25, 43, 555], [""4·한 입에 삼키지"", 73, 48, 506], [""약 반점이생을 수있으나 인체에 두"", 106, 73, 421], [""녹아"", 112, 21, 364], [""香小路52g/125"", 178, 59, 521], [""영양정보"", 230, 49, 95], [""LE号20mg1%"", 257, 70, 84], [""量0mg0%3.46%"", 307, 116, 88], [""롯데웰푸드"", 390, 38, 588], [""(수신자 요금 부담)"", 430, 56, 220], [""THER"", 434, 25, 679], [""http://www.lottewelfood.com"", 456, 57, 209], [""88010628730"", 541, 50, 570], [""까지"", 564, 41, 482], [""2026.09.15A1"", 575, 58, 194]]"
000521,2026,03,10,2026-03-10,s1,아태 | mall | 해태몰에서간식사기 | 제조일 2025.09.11早E | 소비기한 2026.03.100XC1,"[[""아태"", 491, 58, 262], [""mall"", 534, 42, 261], [""해태몰에서간식사기"", 581, 35, 270], [""제조일"", 644, 42, 59], [""2025.09.11早E"", 671, 58, 257], [""2026.03.100XC1"", 721, 68, 249], [""소비기한"", 724, 41, 51]]"
000522,2026,02,21,2026-02-21,s1,내포장재질 폴리프로필렌 식품유형 과자 | 25.08.22 06:05 부터 | 26.02.21 H 까지,"[[""내포장재질 폴리프로필렌 식품유형 과자"", 168, 54, 5], [""25.08.22"", 513, 64, 145], [""06:05"", 506, 41, 390], [""부터"", 505, 40, 562], [""26.02.21"", 549, 46, 150], [""H"", 546, 28, 390], [""까지"", 560, 44, 555]]"
000523,2026,03,23,2026-03-23,s1,다매품 소비기한 | 2025.09.24对 | 2026.03.23办大 | 까지,"[[""다매품"", 395, 70, 0], [""소비기한"", 414, 41, 139], [""2025.09.24对"", 513, 46, 204], [""2026.03.23办大"", 563, 45, 204], [""까지"", 626, 40, 495]]"
000524,2026,06,18,2026-06-18,s1,n strana obalu:/ Minóségét megörzi: | L-169 13:35 | 18/06/2026,"[[""n strana obalu:/ Minóségét megörzi:"", 497, 52, 0], [""L-169 13:35"", 628, 55, 181], [""18/06/2026"", 678, 47, 184]]"
000525,2027,09,08,2027-09-08,s1,"포장재질 내면용가-유리,뚜껑-철,폴리염화비닐 | 38%（15% | 한자료명 [딸기 80%(국산),설탕],아미드렉틴,구연산 | 업스명및 (주대상다이브스 | KA 28 | 080-254-6580 | 일행할 수 있으니 냉장보관하시고 빨리드세요 | 혼입가능.용기를가열조리용으로사용불가 | ·소비자분생해결 기준에 의거교환 또는 보상 | 2027.09.08 | 15:33 까지","[[""포장재질 내면용가-유리,뚜껑-철,폴리염화비닐"", 32, 43, 176], [""38%（15%"", 74, 43, 236], [""한자료명"", 84, 33, 185], [""[딸기 80%(국산),설탕],아미드렉틴,구연산"", 111, 46, 241], [""업스명및"", 138, 25, 190], [""(주대상다이브스"", 150, 43, 243], [""KA"", 176, 21, 199], [""28"", 187, 48, 244], [""080-254-6580"", 222, 45, 231], [""일행할 수 있으니 냉장보관하시고 빨리드세요"", 298, 63, 202], [""혼입가능.용기를가열조리용으로사용불가"", 422, 73, 212], [""·소비자분생해결 기준에 의거교환 또는 보상"", 453, 76, 211], [""2027.09.08"", 560, 51, 300], [""15:33"", 591, 40, 329], [""까지"", 597, 30, 533]]"
000526,2026,07,04,2026-07-04,s2,본 Pos 현대 그래놀라 | 2026.07.04/1462 | Ltd. 30개입 | 100027 | NETWT.1.62kg 버섯 | （54gx30） VONO R PORCINI MUS,"[[""Pos 현대 그래놀라"", 152, 55, 217], [""30개입"", 509, 54, 201], [""Ltd."", 508, 27, 3], [""100027"", 536, 21, 0], [""버섯"", 568, 62, 641], [""NETWT.1.62kg"", 573, 38, 63], [""VONO"", 601, 56, 363], [""（54gx30）"", 609, 36, 147], [""PORCINI MUS"", 604, 20, 617], [""R"", 618, 21, 574], [""본"", 162, 15, 12], [""2026.07.04/1462"", 380, 48, 55]]"
000527,2025,10,12,2025-10-12,s1,ost | 2025.10.12办.C.J | M | 통밀로채우는 M EA 로마병사의 힘 | 로만일 | 통밀식빵 | 12 7.5 | PROTEIN 1912 | 고식이섬유,"[[""ost"", 52, 65, 1], [""2025.10.12办.C.J"", 362, 92, 76], [""M"", 440, 27, 369], [""M"", 550, 47, 313], [""EA"", 567, 39, 345], [""통밀로채우는"", 572, 29, 187], [""로마병사의 힘"", 574, 29, 468], [""로만일"", 642, 81, 259], [""통밀식빵"", 750, 139, 111], [""12"", 864, 65, 135], [""7.5"", 866, 69, 526], [""PROTEIN"", 933, 26, 129], [""1912"", 934, 31, 329], [""고식이섬유"", 947, 28, 513]]"
000528,2026,03,11,2026-03-11,s1,BakeHousc | 2026.03.11,"[[""BakeHousc"", 80, 128, 84], [""2026.03.11"", 321, 47, 200]]"
000529,2026,01,12,2026-01-12,s1,BBD2026/01/12 | 43170857,"[[""BBD2026/01/12"", 503, 45, 134], [""43170857"", 544, 47, 188]]"
000530,2026,06,24,2026-06-24,s1,926.06.24 | 쓸주버리준1%함은 | 젤리스트로우 手2119390,"[[""926.06.24"", 185, 82, 276], [""쓸주버리준1%함은"", 370, 135, 74], [""手2119390"", 412, 99, 424], [""젤리스트로우"", 440, 104, 61]]"
000531,2026,02,28,2026-02-28,s1,과 | samlip 미니꿀약 | 종당 | 옥수수 | 소비기 | 2026.02.28F | 총당,"[[""과"", 39, 60, 459], [""미니꿀약"", 210, 155, 331], [""samlip"", 230, 36, 133], [""종당"", 384, 217, 304], [""옥수수"", 543, 234, 292], [""소비기"", 677, 38, 631], [""2026.02.28F"", 720, 63, 332], [""총당"", 803, 26, 534]]"
000532,2026,02,28,2026-02-28,s1,초당 | 옥수수 | 페이스트 | 2026.02.28 함유,"[[""초당"", 420, 51, 603], [""옥수수"", 465, 50, 607], [""페이스트"", 512, 45, 598], [""2026.02.28"", 556, 67, 67], [""함유"", 554, 45, 600]]"
000533,2026,03,26,2026-03-26,s1,"유의 | ：080-088-1212 | (수신자요금부담) | 옴뚜긴 | moll엔 안전관리인증 | 다있다! HACCP 비닐류 | OTHER | 1200 1400 1600 | 1000 5 6 1800 | 800 1100mg 2000mg | Omg J나트륨 함량 비교 표시L 기준영 | 2026.03.26外 | 2302 B161 | 8""801045""662305","[[""유의"", 58, 53, 94], [""：080-088-1212"", 114, 46, 209], [""(수신자요금부담)"", 156, 38, 301], [""옴뚜긴"", 202, 38, 204], [""moll엔"", 228, 35, 201], [""안전관리인증"", 230, 27, 334], [""다있다!"", 252, 32, 201], [""HACCP"", 261, 36, 332], [""비닐류"", 256, 41, 522], [""OTHER"", 325, 35, 494], [""1400"", 358, 25, 353], [""1200"", 368, 25, 285], [""1600"", 370, 25, 424], [""1000"", 396, 24, 238], [""5"", 392, 20, 391], [""6"", 407, 22, 432], [""1800"", 400, 25, 472], [""800"", 433, 22, 217], [""1100mg"", 451, 38, 318], [""2000mg"", 443, 30, 500], [""Omg"", 476, 24, 202], [""J나트륨 함량 비교 표시L"", 481, 26, 277], [""기준영"", 474, 27, 505], [""2026.03.26外"", 606, 54, 233], [""2302 B161"", 670, 39, 282], [""8\""801045\""662305"", 854, 43, 202]]"
000534,2027,01,29,2027-01-29,erode5,EP 2027.01.29 | R 2A | 부지록VEIYS 1 4 유 국유 한 | 2TR2,"[[""R"", 496, 52, 289], [""2A"", 488, 29, 509], [""1"", 546, 22, 303], [""2TR2"", 666, 72, 253], [""EP 2027.01.29"", 384, 81, 260], [""4 유 국유 한"", 593, 248, 378], [""부지록VEIYS"", 600, 235, 161]]"
000535,2026,02,04,2026-02-04,s1,소비기한 | 2026.02.04 | 까지,"[[""소비기한"", 258, 56, 203], [""2026.02.04"", 349, 103, 314], [""까지"", 442, 35, 701]]"
000536,2026,01,01,2026-01-01,s1,개입 | 파스타 | 2026.01.01（5B1）（3） | H,"[[""개입"", 350, 83, 277], [""파스타"", 428, 64, 2], [""2026.01.01（5B1）（3）"", 504, 41, 151], [""H"", 776, 169, 0]]"
000537,2026,05,08,2026-05-08,erode5,2026.05.08.11:30 F3.7,"[[""2026.05.08.11:30 F3.7"", 503, 43, 159]]"
000538,2026,02,06,2026-02-06,s1,열밥 | QFR | 2026.02.06TAIB | 오두기와 함퍼 청소년 도박 근절,"[[""열밥"", 26, 49, 174], [""QFR"", 266, 48, 652], [""2026.02.06TAIB"", 530, 29, 224], [""오두기와 함퍼 청소년 도박"", 554, 31, 193], [""근절"", 556, 24, 513]]"
